,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
152,0.43447,0.36583,0.43073,0.47068,0.47196,0.16654,0.21547,0.17077,0.19358,0.25526,0.07908,0.1934,0.1539,0.13132,0.13974,0.21194,0.20648,0.19041,0.19653,0.1928,0.43975,0.42871,0.41758,0.44343,0.43996,0.21183,0.21101,0.22076,0.24126,0.22316,0.2653,0.2653,0.10472,0.10472,0.25781,0.17825,0.17212,0.14733,0.15689,0.12527,0.07908,0.1934,0.1539,0.13132,0.13974,0.63008,0.44368,0.38946,0.35633,0.49259,0.26182,0.15339,0.4421,0.27107,0.25343,0.22871,0.21002,0.22584,0.24619,0.26,0.44343,0.43996,0.43665,0.43975,0.42871,0.23544,0.23495,0.23881,0.23544,0.27018,0.2653,0.10472,0.2653,0.10472,0.10472,0.82878,0.52261,0.60255,0.40085,0.33313,0.27324,0.27463,0.27304,0.27812,0.27218,0.37338,0.44021,0.42723,0.4148,0.41562,0.22526,0.22526,0.22526,0.22327,0.25781,0.17623,0.46349,0.36641,0.39632,0.31414,0.26969,0.18899,0.16654,0.21547,0.17077,0.20656,0.33326,0.33183,0.134,0.25262,0.28438,0.37919,0.32116,0.31931,0.32611,0.31104,0.25781,0.22327,0.21571,0.22158,0.21648,0.25879,0.23066,0.28302,0.26303,0.26262,0.25372,0.26521,0.2585,0.25296,0.21413,0.20735,0.20393,0.23764,0.23451,0.45928,0.46997,0.39704,0.51116,0.4872,0.43828,0.39742,0.41417,0.46843,0.47024,0.28687,0.28858,0.29324,0.2965,0.29695,0.09748,0.83489,1.0,0.93115,0.9633,0.91011,0.24935,0.24214,0.23693,0.25368,0.21518,0.07908,0.1934,0.1539,0.13132,0.13974,0.38972,0.34368,0.26006,0.3794,0.33152,0.39632,0.35634,0.36641,0.45053,0.31414,0.4235,0.21331,0.21438,0.21667,0.21654,0.21341,0.25809,0.25504,0.2564,0.23156,0.26727
153,0.44835,0.4063,0.44126,0.45641,0.47891,0.18278,0.21846,0.20171,0.19906,0.26457,0.09177,0.19822,0.15606,0.13207,0.14913,0.21641,0.21037,0.19568,0.19109,0.19324,0.44351,0.43913,0.4316,0.44245,0.43826,0.23738,0.211,0.23091,0.2457,0.23788,0.27153,0.27153,0.10759,0.10759,0.26761,0.18902,0.18019,0.14919,0.1782,0.12745,0.09177,0.19822,0.15606,0.13207,0.14913,0.63943,0.45652,0.38854,0.36218,0.48907,0.26763,0.16324,0.43936,0.28966,0.2712,0.23806,0.22177,0.23872,0.26398,0.27228,0.44245,0.43826,0.44466,0.44351,0.43913,0.24323,0.24172,0.24616,0.24323,0.28923,0.27153,0.10759,0.27153,0.10759,0.10759,0.87412,0.52223,0.61913,0.42164,0.33909,0.28071,0.28142,0.28117,0.28497,0.27938,0.3892,0.44049,0.44013,0.42214,0.41662,0.23807,0.23807,0.23807,0.23685,0.26761,0.19456,0.4959,0.38089,0.40396,0.33681,0.27089,0.1946,0.18278,0.21846,0.20171,0.21606,0.33831,0.32688,0.13688,0.25865,0.29304,0.39712,0.33012,0.32049,0.3317,0.32437,0.26761,0.23693,0.22955,0.2339,0.22764,0.27781,0.24158,0.29492,0.28501,0.27032,0.2642,0.2759,0.27799,0.26523,0.22631,0.21717,0.21457,0.25348,0.24876,0.47928,0.49054,0.41015,0.55407,0.5102,0.44703,0.41806,0.43004,0.45274,0.4737,0.29745,0.2954,0.30122,0.30276,0.3017,0.10125,0.87407,0.93115,1.0,0.91682,0.97311,0.25695,0.25081,0.24653,0.26197,0.22477,0.09177,0.19822,0.15606,0.13207,0.14913,0.37914,0.35443,0.28598,0.37644,0.34124,0.40396,0.35794,0.38089,0.47729,0.33681,0.42967,0.22042,0.22033,0.22039,0.22004,0.21302,0.2644,0.26045,0.26603,0.2425,0.27455
154,0.43964,0.37594,0.43313,0.45335,0.46215,0.1724,0.22025,0.17296,0.17282,0.26352,0.07959,0.19765,0.15657,0.13087,0.13924,0.20777,0.20643,0.19141,0.18932,0.19141,0.44218,0.43201,0.41955,0.44399,0.44697,0.21505,0.21177,0.21148,0.24509,0.22678,0.27146,0.27146,0.10553,0.10553,0.26625,0.18258,0.20502,0.14556,0.18728,0.12529,0.07959,0.19765,0.15657,0.13087,0.13924,0.66251,0.46197,0.39616,0.37564,0.50746,0.26474,0.15696,0.44882,0.26568,0.25997,0.23423,0.21607,0.23253,0.25078,0.26257,0.44399,0.44697,0.44414,0.44218,0.43201,0.24463,0.2472,0.25079,0.24463,0.29247,0.27146,0.10553,0.27146,0.10553,0.10553,0.82366,0.50749,0.60427,0.40969,0.33445,0.28393,0.28327,0.2811,0.28642,0.27985,0.37666,0.44337,0.43361,0.41022,0.41265,0.23193,0.23193,0.23193,0.23042,0.26625,0.1915,0.47717,0.37717,0.40264,0.32584,0.2726,0.19383,0.1724,0.22025,0.17296,0.21018,0.3294,0.33038,0.1537,0.26393,0.2898,0.38512,0.32519,0.32145,0.32777,0.31683,0.26899,0.22945,0.22308,0.22703,0.22112,0.26326,0.24191,0.28758,0.26997,0.25872,0.25411,0.26591,0.26375,0.24836,0.21677,0.2159,0.21172,0.24252,0.2391,0.4747,0.48082,0.40722,0.52413,0.49069,0.43585,0.40125,0.42642,0.45971,0.46169,0.29776,0.29705,0.29267,0.29399,0.30411,0.09866,0.8448,0.9633,0.91682,1.0,0.90272,0.26046,0.24356,0.23785,0.2637,0.22377,0.07959,0.19765,0.15657,0.13087,0.13924,0.39431,0.35729,0.29181,0.38622,0.34381,0.40264,0.35675,0.37717,0.4543,0.32584,0.43205,0.2147,0.21614,0.21736,0.21714,0.21031,0.26518,0.26277,0.26619,0.24064,0.27222
155,0.44753,0.4081,0.4434,0.45097,0.46853,0.19063,0.22041,0.20276,0.20105,0.27099,0.08917,0.20444,0.15551,0.13159,0.15219,0.21606,0.21188,0.19641,0.18836,0.19401,0.4403,0.4401,0.43369,0.44096,0.43842,0.24023,0.21033,0.25096,0.25742,0.2516,0.27755,0.27755,0.10585,0.10585,0.27019,0.18865,0.17893,0.15161,0.17771,0.1298,0.08917,0.20444,0.15551,0.13159,0.15219,0.64131,0.44982,0.3974,0.36168,0.50846,0.27124,0.16775,0.43278,0.29304,0.27538,0.24643,0.22402,0.23277,0.26875,0.27748,0.44096,0.43842,0.44474,0.4403,0.4401,0.25028,0.2449,0.25139,0.25028,0.29073,0.27755,0.10585,0.27755,0.10585,0.10585,0.87198,0.51415,0.62161,0.43062,0.33913,0.28043,0.28287,0.28309,0.28495,0.28076,0.38814,0.43516,0.43571,0.42179,0.41631,0.23922,0.23922,0.23922,0.23846,0.27019,0.19338,0.50188,0.38234,0.40512,0.33091,0.2683,0.19882,0.19063,0.22041,0.20276,0.21674,0.33459,0.32634,0.14413,0.26418,0.2927,0.39809,0.33228,0.32287,0.33206,0.32523,0.27019,0.23846,0.23119,0.2363,0.23214,0.28176,0.24772,0.30386,0.28523,0.28306,0.27207,0.28174,0.28417,0.27018,0.22786,0.21769,0.21467,0.2593,0.25565,0.49009,0.49797,0.42999,0.56678,0.51439,0.44694,0.42628,0.43537,0.4442,0.46303,0.29399,0.2957,0.30326,0.30586,0.30882,0.09994,0.87841,0.91011,0.97311,0.90272,1.0,0.25678,0.24938,0.24699,0.26218,0.22155,0.08917,0.20444,0.15551,0.13159,0.15219,0.3828,0.35842,0.28833,0.37704,0.34354,0.40512,0.35793,0.38234,0.48619,0.33091,0.4271,0.21933,0.21935,0.21997,0.22011,0.21153,0.26507,0.26294,0.26823,0.23592,0.27378
156,0.31928,0.29088,0.32204,0.27756,0.28328,0.22412,0.23541,0.23908,0.23759,0.24429,0.18299,0.19665,0.2315,0.23087,0.18644,0.08974,0.087,0.09066,0.08711,0.0739,0.32101,0.32384,0.32171,0.31425,0.31346,0.38555,0.21015,0.36974,0.38339,0.37897,0.56603,0.56603,0.11615,0.11615,0.5823,0.23595,0.70923,0.26224,0.71084,0.24284,0.18299,0.19665,0.2315,0.23087,0.18644,0.3468,0.30631,0.27227,0.26373,0.36476,0.41665,0.21432,0.33183,0.39887,0.37368,0.61046,0.39587,0.67813,0.39067,0.51124,0.31425,0.31346,0.32026,0.32101,0.32384,0.70504,0.66141,0.69418,0.70504,0.63159,0.56603,0.11615,0.56603,0.11615,0.11615,0.24771,0.16299,0.23332,0.29379,0.27001,0.83428,0.84684,0.80431,0.79208,0.83805,0.15982,0.18531,0.16057,0.18079,0.16423,0.60347,0.60347,0.60347,0.60311,0.5823,0.21805,0.29828,0.16375,0.1787,0.27263,0.19661,0.23844,0.22412,0.23541,0.23908,0.59085,0.13976,0.1418,0.0699,0.86617,0.11978,0.21973,0.18234,0.18208,0.18271,0.18145,0.5823,0.60311,0.54739,0.59043,0.41793,0.29259,0.41872,0.18118,0.45261,0.35505,0.3615,0.36615,0.38069,0.36129,0.37629,0.32007,0.31625,0.31439,0.35258,0.25584,0.24212,0.28664,0.22494,0.23804,0.32213,0.28252,0.31453,0.27101,0.28839,0.51778,0.51195,0.49519,0.52574,0.4914,0.07407,0.27832,0.24935,0.25695,0.26046,0.25678,1.0,0.97476,0.95304,0.96948,0.75977,0.18299,0.19665,0.2315,0.23087,0.18644,0.357,0.42263,0.32512,0.38238,0.35857,0.1787,0.15119,0.16375,0.29656,0.27263,0.33407,0.09529,0.09427,0.09429,0.09354,0.08896,0.91049,0.92213,0.93078,0.9113,0.76484
157,0.31489,0.29459,0.31747,0.27572,0.2813,0.2131,0.2368,0.23465,0.2424,0.23074,0.16999,0.16832,0.23426,0.23983,0.19624,0.0861,0.07984,0.08459,0.08269,0.06822,0.31439,0.316,0.31803,0.30937,0.30664,0.4006,0.58175,0.38236,0.39635,0.39494,0.51334,0.51334,0.10054,0.10054,0.5365,0.24725,0.71153,0.2385,0.71192,0.24366,0.16999,0.16832,0.23426,0.23983,0.19624,0.33141,0.30946,0.26876,0.25304,0.35721,0.4141,0.22182,0.32678,0.38723,0.36738,0.6088,0.40245,0.67532,0.38166,0.50897,0.30937,0.30664,0.31474,0.31439,0.316,0.6994,0.64881,0.68875,0.6994,0.60837,0.51334,0.10054,0.51334,0.10054,0.10054,0.23902,0.15917,0.22902,0.29648,0.29003,0.82197,0.83413,0.80538,0.77138,0.82285,0.15159,0.17638,0.15843,0.17112,0.16142,0.60501,0.60501,0.60501,0.6073,0.5365,0.21992,0.29405,0.15519,0.17079,0.2876,0.19431,0.24304,0.2131,0.2368,0.23465,0.63815,0.13474,0.13454,0.06184,0.82414,0.11364,0.21693,0.17985,0.17907,0.17998,0.17914,0.5365,0.6073,0.53426,0.60064,0.40766,0.27689,0.42318,0.19529,0.45276,0.34056,0.34246,0.34863,0.36178,0.34707,0.3809,0.32641,0.3162,0.33996,0.36935,0.25738,0.23788,0.28632,0.22401,0.19797,0.31749,0.28442,0.3068,0.26967,0.28778,0.50634,0.49917,0.48356,0.51589,0.48442,0.07272,0.27293,0.24214,0.25081,0.24356,0.24938,0.97476,1.0,0.97861,0.95976,0.79143,0.16999,0.16832,0.23426,0.23983,0.19624,0.34603,0.41823,0.31869,0.37233,0.35845,0.17079,0.14445,0.15519,0.29359,0.2876,0.33168,0.09007,0.08971,0.08954,0.0893,0.08386,0.88107,0.89376,0.91968,0.88279,0.70569
158,0.30614,0.28322,0.31171,0.27036,0.27359,0.21476,0.23098,0.23667,0.2315,0.24693,0.15914,0.40548,0.23307,0.22497,0.21864,0.08806,0.08423,0.08481,0.08208,0.06878,0.30983,0.31375,0.30964,0.29938,0.29964,0.37565,0.56838,0.35516,0.36796,0.36854,0.5021,0.5021,0.10507,0.10507,0.5297,0.23245,0.67753,0.24311,0.23212,0.2402,0.15914,0.40548,0.23307,0.22497,0.21864,0.33246,0.31056,0.27364,0.26078,0.35678,0.38685,0.22128,0.31985,0.37501,0.3505,0.56493,0.34592,0.65831,0.372,0.49395,0.29938,0.29964,0.30814,0.30983,0.31375,0.69589,0.65592,0.68542,0.69589,0.60966,0.5021,0.10507,0.5021,0.10507,0.10507,0.23573,0.15519,0.22153,0.29345,0.28224,0.82254,0.83238,0.80713,0.76407,0.81714,0.15052,0.17621,0.1817,0.17249,0.16704,0.58653,0.58653,0.58653,0.58784,0.5297,0.22169,0.28788,0.15467,0.17105,0.26701,0.19679,0.23368,0.21476,0.23098,0.23667,0.60042,0.13431,0.13397,0.06644,0.83602,0.11319,0.21768,0.17986,0.17855,0.18054,0.17996,0.5297,0.58784,0.49655,0.59469,0.37697,0.26425,0.39753,0.18054,0.4384,0.33013,0.33477,0.33978,0.35372,0.33637,0.34475,0.28436,0.28292,0.30476,0.3538,0.25588,0.24601,0.2852,0.24568,0.22644,0.30897,0.27674,0.30438,0.2638,0.28089,0.49234,0.48419,0.47109,0.50014,0.47437,0.07349,0.26496,0.23693,0.24653,0.23785,0.24699,0.95304,0.97861,1.0,0.91254,0.72889,0.15914,0.40548,0.23307,0.22497,0.21864,0.34728,0.41496,0.31324,0.37171,0.35158,0.17105,0.14682,0.15467,0.28624,0.26701,0.31922,0.09068,0.09049,0.09022,0.08964,0.08431,0.90301,0.91633,0.91377,0.91014,0.73028
159,0.32421,0.30874,0.33585,0.28421,0.29298,0.1979,0.23321,0.22795,0.24161,0.20418,0.14727,0.19739,0.24249,0.2427,0.17426,0.0844,0.08193,0.08306,0.08024,0.07239,0.33766,0.33493,0.33359,0.3244,0.32352,0.45498,0.21138,0.43942,0.4523,0.44955,0.58066,0.58066,0.10981,0.10981,0.59678,0.25374,0.70991,0.24083,0.70948,0.23982,0.14727,0.19739,0.24249,0.2427,0.17426,0.3368,0.2843,0.25406,0.24598,0.34304,0.48337,0.20513,0.33718,0.44508,0.43435,0.67031,0.50044,0.64057,0.43774,0.56022,0.3244,0.32352,0.33191,0.33766,0.33493,0.71068,0.66427,0.70245,0.71068,0.67305,0.58066,0.10981,0.58066,0.10981,0.10981,0.25126,0.16248,0.23765,0.26898,0.28904,0.84469,0.85695,0.82265,0.8139,0.85177,0.15233,0.17482,0.17664,0.1697,0.17386,0.64112,0.64112,0.64112,0.64217,0.59678,0.20271,0.28633,0.1538,0.16929,0.3341,0.18554,0.24212,0.1979,0.23321,0.22795,0.60264,0.13269,0.13382,0.07175,0.82449,0.11369,0.21079,0.17526,0.17481,0.17536,0.17424,0.59678,0.64217,0.61609,0.62051,0.48411,0.32529,0.45878,0.17768,0.48097,0.41949,0.42285,0.42878,0.44022,0.42544,0.47326,0.41295,0.40591,0.39559,0.42237,0.26298,0.24689,0.25156,0.21945,0.24378,0.33551,0.30288,0.32273,0.27802,0.29569,0.56851,0.56302,0.54558,0.57588,0.54573,0.07071,0.2869,0.25368,0.26197,0.2637,0.26218,0.96948,0.95976,0.91254,1.0,0.85366,0.14727,0.19739,0.24249,0.2427,0.17426,0.3502,0.42727,0.32579,0.37594,0.3611,0.16929,0.14202,0.1538,0.28404,0.3341,0.34918,0.08823,0.08811,0.08806,0.08766,0.08364,0.87073,0.8804,0.91011,0.84199,0.73416
160,0.30077,0.30808,0.29934,0.25629,0.26837,0.15958,0.18665,0.19785,0.1923,0.27618,0.1952,0.24367,0.21185,0.26281,0.15187,0.07886,0.07281,0.06677,0.0655,0.06215,0.31088,0.30271,0.30582,0.30845,0.29847,0.51279,0.17536,0.49868,0.51284,0.5079,0.42855,0.42855,0.09059,0.09059,0.44805,0.23363,0.18993,0.18552,0.19226,0.19146,0.1952,0.24367,0.21185,0.26281,0.15187,0.26202,0.20374,0.18418,0.20007,0.23843,0.51304,0.18408,0.29124,0.45399,0.44988,0.60847,0.60051,0.45015,0.47532,0.52449,0.30845,0.29847,0.3043,0.31088,0.30271,0.59138,0.54331,0.58419,0.59138,0.60477,0.42855,0.09059,0.42855,0.09059,0.09059,0.21179,0.15289,0.19246,0.1882,0.21174,0.71144,0.71606,0.71364,0.69294,0.71079,0.11899,0.13588,0.1434,0.13581,0.14894,0.55625,0.55625,0.55625,0.55736,0.44805,0.14523,0.21258,0.11484,0.12784,0.34913,0.12895,0.19202,0.15958,0.18665,0.19785,0.51966,0.11053,0.10921,0.06175,0.63227,0.09116,0.16382,0.1355,0.13551,0.1357,0.13415,0.44805,0.55736,0.59683,0.53166,0.54119,0.40563,0.45442,0.1538,0.43758,0.42036,0.42569,0.42722,0.43829,0.43251,0.57929,0.54149,0.53925,0.46417,0.48717,0.21815,0.25202,0.22571,0.2371,0.20291,0.30932,0.29419,0.29311,0.24989,0.26335,0.55319,0.54645,0.52759,0.54958,0.54315,0.06489,0.24022,0.21518,0.22477,0.22377,0.22155,0.75977,0.79143,0.72889,0.85366,1.0,0.1952,0.24367,0.21185,0.26281,0.15187,0.2817,0.3608,0.28301,0.30839,0.31101,0.12784,0.10724,0.11484,0.21226,0.34913,0.3315,0.07875,0.07869,0.0787,0.0783,0.07543,0.67267,0.68196,0.72509,0.63922,0.56761
161,0.10278,0.12002,0.11327,0.102,0.10111,0.23606,0.19018,0.20381,0.1925,0.12302,1.0,0.17151,0.26378,0.1902,0.14111,0.06065,0.06089,0.05892,0.06181,0.06141,0.10785,0.11458,0.11337,0.11221,0.10538,0.15681,0.18826,0.187,0.16824,0.16334,0.1763,0.1763,0.08725,0.08725,0.17382,0.20559,0.1685,0.17561,0.15875,0.20745,1.0,0.17151,0.26378,0.1902,0.14111,0.0853,0.10573,0.07688,0.08623,0.09357,0.16479,0.17913,0.117,0.15318,0.1649,0.18861,0.19716,0.16135,0.1557,0.16456,0.11221,0.10538,0.11039,0.10785,0.11458,0.15161,0.14632,0.14337,0.15161,0.15405,0.1763,0.08725,0.1763,0.08725,0.08725,0.08499,0.09564,0.09146,0.11924,0.08871,0.16655,0.17689,0.17122,0.17833,0.17955,0.0647,0.06628,0.06238,0.06743,0.06956,0.18804,0.18804,0.18804,0.18694,0.17382,0.13983,0.09991,0.06184,0.06284,0.15116,0.08004,0.19154,0.23606,0.19018,0.20381,0.18929,0.06307,0.06246,0.08154,0.15614,0.05697,0.08445,0.06482,0.06541,0.06661,0.06597,0.17382,0.18694,0.20246,0.1805,0.18618,0.17525,0.1744,0.11254,0.16088,0.14758,0.15244,0.13898,0.15609,0.1517,0.19008,0.18751,0.18594,0.17235,0.16081,0.08424,0.08747,0.10944,0.1034,0.08437,0.1125,0.12044,0.11515,0.10092,0.1026,0.15761,0.15623,0.14992,0.15147,0.1536,0.05631,0.07901,0.07908,0.09177,0.07959,0.08917,0.18299,0.16999,0.15914,0.14727,0.1952,1.0,0.17151,0.26378,0.1902,0.14111,0.10441,0.10761,0.09934,0.09499,0.10022,0.06284,0.05152,0.06184,0.10937,0.15116,0.11823,0.059,0.05728,0.05888,0.05834,0.05775,0.16132,0.15723,0.17605,0.16067,0.17867
162,0.26424,0.26454,0.2572,0.21969,0.21872,0.1932,0.39009,0.27761,0.28253,0.4851,0.17151,1.0,0.29861,0.22928,0.11623,0.08634,0.07398,0.07557,0.07355,0.06993,0.25988,0.26441,0.26247,0.25487,0.25155,0.2438,0.28793,0.24502,0.24578,0.53661,0.497,0.497,0.11218,0.11218,0.22202,0.55996,0.16791,0.15762,0.16965,0.15747,0.17151,1.0,0.29861,0.22928,0.11623,0.23973,0.18983,0.19523,0.17158,0.21052,0.50957,0.18443,0.25742,0.22674,0.47494,0.22552,0.47816,0.29281,0.24916,0.25899,0.25487,0.25155,0.25226,0.25988,0.26441,0.39306,0.3813,0.39203,0.39306,0.47721,0.497,0.11218,0.497,0.11218,0.11218,0.2089,0.16082,0.2058,0.21052,0.22324,0.23279,0.2368,0.2526,0.42448,0.23359,0.12324,0.14305,0.15525,0.14023,0.16047,0.22659,0.22659,0.22659,0.22691,0.22202,0.16162,0.22483,0.12318,0.13895,0.2248,0.15402,0.27505,0.1932,0.39009,0.27761,0.19377,0.11992,0.11953,0.05524,0.33993,0.10217,0.18253,0.14622,0.14944,0.1519,0.14707,0.22202,0.22691,0.23495,0.22495,0.24783,0.40671,0.44379,0.18166,0.37419,0.49633,0.49626,0.51897,0.53453,0.55618,0.49991,0.49266,0.4892,0.24397,0.24265,0.24979,0.25888,0.20566,0.25423,0.23915,0.25538,0.28058,0.25662,0.22017,0.24011,0.41896,0.42674,0.43521,0.41671,0.40724,0.07182,0.21578,0.1934,0.19822,0.19765,0.20444,0.19665,0.16832,0.40548,0.19739,0.24367,0.17151,1.0,0.29861,0.22928,0.11623,0.21232,0.30361,0.23497,0.22981,0.24764,0.13895,0.11945,0.12318,0.22646,0.2248,0.26331,0.08988,0.08771,0.08934,0.08852,0.07818,0.20559,0.20559,0.19167,0.1851,0.3153
163,0.18529,0.1927,0.18959,0.16341,0.17358,0.37955,0.37927,0.38669,0.33886,0.18369,0.26378,0.29861,1.0,0.49109,0.16323,0.07884,0.07189,0.06203,0.05426,0.05716,0.18674,0.18784,0.18367,0.17913,0.18139,0.20363,0.35201,0.20511,0.20206,0.20557,0.27601,0.27601,0.09741,0.09741,0.25578,0.49623,0.21614,0.1695,0.21808,0.16856,0.26378,0.29861,1.0,0.49109,0.16323,0.16728,0.13587,0.13675,0.13743,0.14701,0.2173,0.17487,0.18138,0.21681,0.21639,0.24335,0.22903,0.35843,0.21476,0.24725,0.17913,0.18139,0.18578,0.18674,0.18784,0.2924,0.26631,0.28148,0.2924,0.25711,0.27601,0.09741,0.27601,0.09741,0.09741,0.16302,0.16365,0.17482,0.1626,0.14548,0.259,0.27569,0.26941,0.24109,0.25221,0.1035,0.11806,0.12185,0.11818,0.12457,0.24254,0.24254,0.24254,0.24281,0.25578,0.17869,0.16765,0.10317,0.11276,0.23184,0.12276,0.33707,0.37955,0.37927,0.38669,0.23042,0.09951,0.09924,0.08135,0.27523,0.06877,0.14052,0.11839,0.11579,0.11864,0.07536,0.25578,0.24281,0.2416,0.24171,0.24139,0.28428,0.213,0.14338,0.20143,0.22152,0.21759,0.23067,0.23014,0.23598,0.19554,0.2851,0.18134,0.23925,0.20341,0.17498,0.17559,0.15528,0.1833,0.15778,0.18278,0.13834,0.19005,0.16389,0.17221,0.24614,0.24651,0.24369,0.24586,0.23127,0.04184,0.16416,0.1539,0.15606,0.15657,0.15551,0.2315,0.23426,0.23307,0.24249,0.21185,0.26378,0.29861,1.0,0.49109,0.16323,0.1703,0.15645,0.1523,0.17037,0.1737,0.11276,0.10375,0.10317,0.16226,0.23184,0.1487,0.07731,0.07714,0.07721,0.07681,0.07285,0.24869,0.24888,0.2641,0.26374,0.2428
